Artikelnummer;Name;Einheit;Preis
6251;Dip Dye X-Mas * Flickering Fireplace;6;9,00
6068;Dip Dye X-Mas * Frosty Blue;6;9,00
6189;Dip Dye X-Mas * Gingerbread House;6;9,00
6258;Dip Dye X-Mas * Holly Jolly;6;9,00
6246;Dip Dye X-Mas * Homely Blanket;6;9,00
6292;Dip Dye X-Mas * Krypton;6;9,00
6243;Dip Dye X-Mas * Mystical Shine;6;9,00
6295;Dip Dye X-Mas * Palladium;6;9,00
6055;Dip Dye X-Mas * Shine like a star;6;9,00
6293;Dip Dye X-Mas * Silicium;6;9,00
1143;Dip Dye X-Mas * Super Glamourous;6;9,00
6071;Dip Dye X-Mas * X-Mas Fireworks;6;9,00
1145;Dip Dye Xmas * Jewel-like Kiwi;6;9,00
1146;Dip Dye Xmas * Stargazing;6;9,00
1277;Graphic lights Skinny * Curves 31;6;9,00
1278;Graphic lights Skinny * Curves 32;6;9,00
1279;Graphic lights Skinny * Curves 33;6;9,00
1280;Graphic lights Skinny * Dots 41;6;9,00
1282;Graphic lights Skinny * Dots 42;6;9,00
1276;Graphic lights Skinny * Lines 21;6;9,00
1283;Graphic lights Skinny * Triangle 51;6;9,00
1697;Graphic Lights Skinny Black *  Curves;6;9,00
1698;Graphic Lights Skinny Black *  Lines;6;9,00
1696;Graphic Lights Skinny Black * Dots;6;9,00
6253;Graphic Lights X-Mas * Stars;6;9,00
1344;Coffee Beans * Costa Rica;6;8,00
1342;Coffee Beans * México;6;8,00
1343;Coffee Beans * Peru;6;8,00
1152;Dip Dye Autumn * Wake me up when September ends;6;8,00
1314;Dip Dye Bling-Bling * Athene;6;8,00
6186;Dip Dye Bling-Bling * Blackberry fields;6;8,00
6175;Dip Dye Bling-Bling * Blood orange;6;8,00
6173;Dip Dye Bling-Bling * Colder than november;6;8,00
6187;Dip Dye Bling-Bling * Dancing in the moonlight;6;8,00
1316;Dip Dye Bling-Bling * Erebos;6;8,00
1308;Dip Dye Bling-Bling * Eris;6;8,00
1312;Dip Dye Bling-Bling * Eros;6;8,00
6180;Dip Dye Bling-Bling * Forest vibes;6;8,00
1311;Dip Dye Bling-Bling * Hades;6;8,00
6185;Dip Dye Bling-Bling * Harvest moon;6;8,00
1315;Dip Dye Bling-Bling * Herakles;6;8,00
6174;Dip Dye Bling-Bling * Indian Summer;6;8,00
6172;Dip Dye Bling-Bling * November grey;6;8,00
6171;Dip Dye Bling-Bling * November rain;6;8,00
6176;Dip Dye Bling-Bling * October skies;6;8,00
1313;Dip Dye Bling-Bling * Pan;6;8,00
6199;Dip Dye Bling-Bling * Red velvet;6;8,00
6184;Dip Dye Bling-Bling * September Sun;6;8,00
6178;Dip Dye Bling-Bling * Somewhere in october;6;8,00
6181;Dip Dye Bling-Bling * Treehouse;6;8,00
6183;Dip Dye Bling-Bling * Wake me up when September ends;6;8,00
6182;Dip Dye Bling-Bling * we fell in love in september;6;8,00
6058;Dip Dye Bubble * Bubble on the Beach;6;8,00
6059;Dip Dye Bubble * Sundowner;6;8,00
6026;Dip Dye Eggs * Foursome;6;8,00
1324;Dip Dye Glossy * Cuprum;6;8,00
1319;Dip Dye Glossy * Lithium;6;8,00
1323;Dip Dye Glossy * Platin;6;8,00
5555;Dip Dye Marble * Cosmic Universe;6;8,00
6050;Dip Dye Marble * Jupiter;6;8,00
6051;Dip Dye Marble * Neptune;6;8,00
1731;Dip Dye Marble * Supernova Mix;6;8,00
6052;Dip Dye Marble * Venus;6;8,00
1169;Dip Dye Neon * Apple Crisp;6;8,00
6016;Dip Dye Neon * Berry Burst;6;8,00
1172;Dip Dye Neon * Cherry Glow;6;8,00
6099;Dip Dye Neon * Electric Love;6;8,00
6088;Dip Dye Neon * Gooseberry Lookalike;6;8,00
6013;Dip Dye Neon * Grape Bliss;6;8,00
6008;Dip Dye Neon * Honey Glaze;6;8,00
1173;Dip Dye Neon * Kiwi Whisper;6;8,00
6097;Dip Dye Neon * Lemon Zest;6;8,00
6081;Dip Dye Neon * Lime Twist;6;8,00
6093;Dip Dye Neon * Mango Melody;6;8,00
6161;Dip Dye Neon * Melon Mist;6;8,00
2210;Dip Dye Neon * Midsummer Sweets;6;8,00
1171;Dip Dye Neon * Peach Fuzz;6;8,00
6038;Dip Dye Neon * Pineapple Blue;6;8,00
6095;Dip Dye Neon * Seashell Memories;6;8,00
1174;Dip Dye Neon * Tangerine Sunset;6;8,00
2213;Dip Dye Neon * Triple Eggplant;6;8,00
2212;Dip Dye Neon * Triple Indigo;6;8,00
2211;Dip Dye Neon * Triple Matcha;6;8,00
6101;Dip Dye Neon * Tropical Tango;6;8,00
6150;Dip Dye Pop * Candypink;6;8,00
6149;Dip Dye Pop * Coral;6;8,00
1302;Dip Dye Pop * Girl Boss;6;8,00
1304;Dip Dye Pop * Girl next door;6;8,00
6158;Dip Dye Pop * Girl on fire;6;8,00
6157;Dip Dye Pop * Girls just wanna have fun;6;8,00
1305;Dip Dye Pop * Girls like us;6;8,00
1303;Dip Dye Pop * Girly Girl;6;8,00
6153;Dip Dye Pop * Lilac;6;8,00
6152;Dip Dye Pop * Mint;6;8,00
6155;Dip Dye Pop * Steal my girl;6;8,00
6156;Dip Dye Pop * Who´s that girl?;6;8,00
6148;Dip Dye Pop * Yellow;6;8,00
6296;Dip Dye Skinny * You melt my heart like chocolate;6;8,00
6239;Dip Dye Skinny Copper * Charming Serendipity;6;8,00
6228;Dip Dye Skinny Copper * Delicate Illumination;6;8,00
6223;Dip Dye Skinny Gold * Lumina Mist;6;8,00
6224;Dip Dye Skinny Gold * Radiant Gleam;6;8,00
6226;Dip Dye Skinny Silver * Blissful Morning;6;8,00
6247;Dip Dye Skinny Silver * Candy Cane;6;8,00
6245;Dip Dye Skinny Silver * Heavenly Aura;6;8,00
6242;Dip Dye Skinny Silver * Rainwater Lily;6;8,00
6225;Dip Dye Skinny Silver * Zen Essence;6;8,00
6046;Dip Dye Twisted * Ice Cream Pink;6;8,00
6048;Dip Dye Twisted * Ice Cream Yellow;6;8,00
1331;Dip Dye Twisted * Shades of Avocado;6;8,00
6043;Dip Dye Twisted * Shades of Banana;6;8,00
6044;Dip Dye Twisted * Shades of Blueberry;6;8,00
6045;Dip Dye Twisted * Shades of Fruit Salad;6;8,00
1332;Dip Dye Twisted * Shades of Passionfruit;6;8,00
6042;Dip Dye Twisted * Shades of Peach;6;8,00
6040;Dip Dye Twisted * Shades of Pomegranate;6;8,00
2000;Kombihalter breit * Black;6;8,00
1996;Kombihalter breit * Cosmic Coral;6;8,00
1994;Kombihalter breit * Cosmic Violet;6;8,00
1993;Kombihalter breit * Lilac;6;8,00
1998;Kombihalter breit * Mint;6;8,00
1995;Kombihalter breit * Pink;6;8,00
2004;Kombihalter breit * White;6;8,00
1997;Kombihalter breit * Yellow;6;8,00
8025;Stabkerzenverpackung  Wild Candles * Camäleon;6;8,00
6128;Wild Candles * Chameleon;6;8,00
6129;Wild Candles * Crocodile;6;8,00
6130;Wild Candles * Jaguar;6;8,00
1210;Armband;6;7,00
1450;Armband;6;7,00
1329;Dip Dye Bling-Bling Skinny * Aurora;6;7,00
1330;Dip Dye Bling-Bling Skinny * Fortuna;6;7,00
1328;Dip Dye Bling-Bling Skinny * Juno;6;7,00
1295;Dip Dye Neon * Adorable Sweetheart;6;7,00
1290;Dip Dye Neon * April shower;6;7,00
1289;Dip Dye Neon * Awaking  bloom;6;7,00
6002;Dip Dye Neon * Coral Playa;6;7,00
6096;Dip Dye Neon * Dirty Cabo;6;7,00
6107;Dip Dye Neon * Dirty Rio;6;7,00
6009;Dip Dye Neon * Fairy Tale;6;7,00
6022;Dip Dye Neon * Flamingo Cake;6;7,00
6024;Dip Dye Neon * Flamingo Cookies;6;7,00
6025;Dip Dye Neon * Flamingo Dreams;6;7,00
6023;Dip Dye Neon * Flamingo Feathers;6;7,00
6104;Dip Dye Neon * Forever Tulum;6;7,00
1301;Dip Dye Neon * Gorgeous Honeymoon;6;7,00
6007;Dip Dye Neon * Green Splash;6;7,00
6012;Dip Dye Neon * Lollipop Trees;6;7,00
6103;Dip Dye Neon * Lovin´ South Beach;6;7,00
6035;Dip Dye Neon * Papaya Pebbles;6;7,00
6028;Dip Dye Neon * Papaya Rock;6;7,00
6003;Dip Dye Neon * Papaya Sand;6;7,00
1293;Dip Dye Neon * Pastel Tulips;6;7,00
6017;Dip Dye Neon * Peppermint Cherries;6;7,00
6018;Dip Dye Neon * Peppermint Tower;6;7,00
6005;Dip Dye Neon * Pink Infusion;6;7,00
6015;Dip Dye Neon * Pink Unicorn;6;7,00
6031;Dip Dye Neon * Plum Mousse;6;7,00
6033;Dip Dye Neon * Racing Husky;6;7,00
6014;Dip Dye Neon * Rainbow Drops;6;7,00
6010;Dip Dye Neon * Rainbow Kisses;6;7,00
1288;Dip Dye Neon * Relaxing Retreat;6;7,00
6037;Dip Dye Neon * Sorbet Flavour;6;7,00
6027;Dip Dye Neon * Spring Sorbet;6;7,00
6006;Dip Dye Neon * Summer Breeze;6;7,00
6106;Dip Dye Neon * Valentine Bunny;6;7,00
6092;Dip Dye Neon * Valentine Kitty;6;7,00
6021;Dip Dye Neon * Vanilla Sky;6;7,00
6105;Dip Dye Neon * Watermelon Coast;6;7,00
6082;Dip Dye Neon * Welcome Paradise;6;7,00
2424;Dip Dye Skinny * Blazing Flame;6;7,00
6248 ;Dip Dye Skinny * Blazing Flame ;6;7,00
1133;Dip Dye Skinny * I love you berry much;6;7,00
1138;Dip Dye Skinny * I love you so matcha;6;7,00
1281;Dip Dye Skinny * You are the apple of my pie;6;7,00
1137;Dip Dye Skinny * You are the honey to my bee;6;7,00
1135;Dip Dye Skinny * You are the icing on my cake;6;7,00
1136;Dip Dye Skinny * You are the peanut butter to my jelly;6;7,00
1132;Dip Dye Skinny * You are the sunshine on a cloudy day;6;7,00
1134;Dip Dye Skinny * You complete my puzzle;6;7,00
6065;Dip Dye Konfetti * Baby Blues;6;6,00
6063;Dip Dye Konfetti * Boys;6;6,00
6233;Dip Dye Konfetti * Colour Bouquet;6;6,00
6062;Dip Dye Konfetti * Girls;6;6,00
6232;Dip Dye Konfetti * Light Hibiscus;6;6,00
6085;Dip Dye Konfetti * Natural Bronze;6;6,00
6234;Dip Dye Konfetti * Pastell Babies;6;6,00
6086;Dip Dye Konfetti * Pineapple House;6;6,00
6061;Dip Dye Konfetti * Rainbow;6;6,00
6064;Dip Dye Konfetti * Sorbet Babies;6;6,00
6145;Dip Dye Miami Edition * Blue;6;6,00
1339;Dip Dye Miami Edition * Jade;6;6,00
1338;Dip Dye Miami Edition * Lilac;6;6,00
1341;Dip Dye Miami Edition * Ocean;6;6,00
6144;Dip Dye Miami Edition * Pink;6;6,00
1340;Dip Dye Miami Edition * Purple;6;6,00
6146;Dip Dye Miami Edition * Yellow;6;6,00
1325;Dip Dye Skinny * Incredible Soul;6;6,00
1326;Dip Dye Skinny * Legendary Pleasure;6;6,00
1327;Dip Dye Skinny * Marvelous Pillow;6;6,00
2154;Fischanhänger Mix;6;6,00
2158;Hasen-Anhänger Mix;6;6,00
2156;Herzerl-Anhänger Mix;6;6,00
1845;Konfetti/Gmund Matt 11/300g/Folico 6639;6;6,00
1846;Konfetti/Gmund Used 6/300g/Folico 6638;6;6,00
1209;Meeres-Anhänger Waves pink;6;6,00
2122;Meeres-Anhänger Waves pink;6;6,00
2155;Meeresanhänger Mix;6;6,00
1285;Skinny * Black;6;6,00
1286;Skinny * Chrome;6;6,00
1287;Skinny * Gold;6;6,00
2151;Sternenanhänger Mix;6;6,00
2112;Sternenanhänger neonpink;6;6,00
2153;Summer-of-Love-Anhänger Mix;6;6,00
2116;Weihnachtsanhänger Mix;6;6,00
2106;Weihnachtsanhänger neonpink;6;6,00
2440;3-D Druck Fuß L;6;5,90
2458;Dip Dye Neon * Double Curly;1;5,00
1948;L - Halter * Black;1;5,00
1965;L - Halter * Cosmic Coral;1;5,00
1950;L - Halter * Cosmic Violet;1;5,00
1963;L - Halter * Lilac;1;5,00
1986;L - Halter * Mint;1;5,00
1964;L - Halter * Pink;1;5,00
1967;L - Halter * White;1;5,00
1966;L - Halter * Yellow;1;5,00
2441;3-D Druck Fuß M;6;4,90
6049;Dip Dye Marble * Juicy Hurricane;6;4,00
1886;Dip Dye Special * Deliciously Dreamy;6;4,00
2214;Dip Dye Special * Triple Curly;6;4,00
6260;Fitter * Black;6;4,00
1533;Fitter * Coral;6;4,00
1469;Fitter * Lilac;6;4,00
1534;Fitter * Mint;6;4,00
6261;Fitter * Pink;6;4,00
6259;Fitter * White;6;4,00
1470;Fitter * Yellow;6;4,00
1030;Private Label Glitzereffekt 2 Stabkerzen inkl. Verpackung;1;4,00
1025;Private Label Marmoreffekt 2 Stabkerzen inkl. Verpackung;1;4,00
2038;Pulverbeschichtung  Regal und Kerzenständer;1;4,00
1440;Rainbow Studio * 1er Stumpe DIVINE;12;4,00
1439;Rainbow Studio * 1er Stumpe GROOVY;12;4,00
1438;Rainbow Studio * 1er Stumpe PURPLE;12;4,00
1437;Rainbow Studio * 1er Stumpe SPLENDID;12;4,00
1444;Rainbow Studio * 2er Stumpe BONNY;12;4,00
1441;Rainbow Studio * 2er Stumpe FLOWERY;12;4,00
1442;Rainbow Studio * 2er Stumpe MAGNIFIC;12;4,00
1443;Rainbow Studio * 2er Stumpe SCENIC;12;4,00
1436;Rainbow Studio * Curly BOFFO;12;4,00
1435;Rainbow Studio * Curly FAB;12;4,00
1434;Rainbow Studio * Curly SHINY;12;4,00
1446;Rainbow Studio * Easter Eggs;12;4,00
1427;Rainbow Studio * Stabkerze 2er Set FLASHY;12;4,00
1424;Rainbow Studio * Stabkerze 2er Set FOXY;12;4,00
1423;Rainbow Studio * Stabkerze 2er Set LOVELY;12;4,00
1422;Rainbow Studio * Stabkerze 2er Set SNAZZY;12;4,00
1426;Rainbow Studio * Stabkerze 2er Set SPLASHY;12;4,00
1425;Rainbow Studio * Stabkerze 2er Set WILY;12;4,00
1445;Rainbow Studio * Swirl BOBBY;12;4,00
1432;Rainbow Studio * Twisted 2er Set BRILLIANT;12;4,00
1433;Rainbow Studio * Twisted 2er Set CATCHY;12;4,00
1429;Rainbow Studio * Twisted 2er Set CHICHI;12;4,00
1428;Rainbow Studio * Twisted 2er Set FANCY;12;4,00
1431;Rainbow Studio * Twisted 2er Set GLITZY;12;4,00
1430;Rainbow Studio * Twisted 2er Set SHOWY;12;4,00
2442;3-D Druck Fuß S;6;3,90
1010;Lama Grande * Amaya;1;3,25
1727;Lama Grande * Angela;1;3,25
1011;Lama Grande * Ariana;1;3,25
1012;Lama Grande * Camila;1;3,25
1013;Lama Grande * Luciana;1;3,25
1014;Lama Grande * Miren;1;3,25
1216;Lama Grande * Noelia;1;3,25
1629;Lama Grande * Renata;1;3,25
1625;Lama Grande * Trinidad;1;3,25
1015;Lama Grande * Valeria;1;3,25
1265;Stempel Grüße aus (gelb);1;3,25
3270;* Ananas;6;3,00
3529;* Bussi;6;3,00
3507;* Eichhörnchen;6;3,00
3305;* Eis;6;3,00
3505;* Elch neonpink;6;3,00
2013;* Elch petrol;6;3,00
3565;* Engel;6;3,00
3501;* Geschenk;6;3,00
2187;* Häschen;6;3,00
3310;* Hase;6;3,00
3314;* Hasenpaar;6;3,00
3262;* Heißluftballon;6;3,00
3300;* Herz;6;3,00
3271;* Hummer;6;3,00
3503;* Kugel;6;3,00
3903;* Lucky Cat;6;3,00
3277;* Mama;6;3,00
3546;* Moin;6;3,00
3309;* Monstera;6;3,00
3278;* Papa;6;3,00
3101;* Peace;6;3,00
3306;* Qualle;6;3,00
3502;* Schneeflocke;6;3,00
2012;* Schneekristall gelb;6;3,00
3500;* Schneekristall pink;6;3,00
3548;* Spazl;6;3,00
1782;* Stern;6;3,00
3508;* Stern neonorange;6;3,00
3509;* Stern neonpink;6;3,00
2171;* Super Cool;6;3,00
2170;* Super Cute;6;3,00
2173;* Super Dad;6;3,00
2174;* Super Hero;6;3,00
2169;* Super Love;6;3,00
2172;* Super Mom;6;3,00
2176;* Super Opa;6;3,00
2175;* Super Star;6;3,00
3504;* Tanne;6;3,00
3307;* Wal;6;3,00
3313;* Zwei Hasen;6;3,00
2177;*Super Oma;6;3,00
1238;10er Pack Hasenanhänger;6;3,00
3267;Alles Liebe * Bussi Elefanten;6;3,00
3319;Alles Liebe * Dackel;6;3,00
3297;Alles Liebe * Eis;6;3,00
3266;Alles Liebe * Herz;6;3,00
3321;Alles Liebe * Monstera;6;3,00
3473;Alles wird gut * Pompom Regenbogen;6;3,00
2522;Baby Boom! * blue;6;3,00
3275;Be my Valentine * Bussielefanten;6;3,00
3274;Be my Valentine * Herz;6;3,00
3363;Be your own rainbow * Pompoms;6;3,00
3065;Birthday Splash Flieder;6;3,00
3039;Birthday Splash Jade;6;3,00
3032;Birthday Splash Pink;6;3,00
2184;Birthday Splash Spring;6;3,00
3059;Birthday Splash Violett;6;3,00
3226;Black * Squirrel;6;3,00
3345;Black Jungle * Monstera;6;3,00
3342;Black Jungle * Palme;6;3,00
3083;Bussi Bussi* Emoji;6;3,00
3400;Cheers * Cocktail;6;3,00
3069;Cheers* Martini;6;3,00
3238;Cosmic Birthday * Planet;6;3,00
3340;Danke * Eis;6;3,00
3331;Danke * Herz;6;3,00
1536;Einladung * Cupcake;6;3,00
3902;Einladung * Martini;6;3,00
2144;Flashy Birthday Wishes * Flash blau;6;3,00
2138;Flashy Birthday Wishes * Flash lila;6;3,00
2139;Flashy Birthday Wishes * Flash magenta;6;3,00
2142;Flashy Birthday Wishes * Flash neon gelb;6;3,00
2141;Flashy Birthday Wishes * Flash neon rot;6;3,00
2140;Flashy Birthday Wishes * Flash orange;6;3,00
2143;Flashy Birthday Wishes * Flash pink;6;3,00
3288;Frohe Ostern * Hase;6;3,00
3287;Frohe Ostern * Hasenpaar;6;3,00
3570;Frohe Ostern * Zwei Hasen;6;3,00
2186;Frohe Ostern! * Häschen;6;3,00
3483;Frohe Weihnachten gold * Baum;6;3,00
3487;Frohe Weihnachten gold * Eichhörnchen;6;3,00
3564;Frohe Weihnachten Gold * Engel;6;3,00
3292;Für Mama * Blumenstrauß;6;3,00
3281;Für Mama * Herz;6;3,00
3276;Für Mama * MamaBabyElefant;6;3,00
3290;Für Papa * Bulli;6;3,00
3066;Good Luck* Lucky Cat;6;3,00
3601;Grüße aus München * Bier;6;3,00
3530;Grüße aus München * Breze;6;3,00
4090;Grüße aus München * Dackel;6;3,00
3381;Grüße aus München * Lederhose Holz;6;3,00
2003;Gute Besserung * Eis;6;3,00
3092;Gute Reise * Lounger;6;3,00
3091;Gute Reise * Sunglasses;6;3,00
3282;Gutschein * Dollar;6;3,00
3254;Gutschein * Geschenk;6;3,00
2493;Hang Me Happy * Anker;6;3,00
2491;Hang Me Happy * Bier;6;3,00
2490;Hang Me Happy * Breze;6;3,00
2492;Hang Me Happy * Dackel;6;3,00
2516;Hang Me Happy * Herz blush;6;3,00
2496;Hang Me Happy * Herz pink;6;3,00
2515;Hang Me Happy * Herz rot;6;3,00
2524;Hang Me Happy * Herz yellow;6;3,00
2495;Hang Me Happy * Hummer;6;3,00
2494;Hang Me Happy * Wal;6;3,00
1220;Happy Birthday * Dackel;6;3,00
3257;Happy Birthday * Palme;6;3,00
3224;Happy Birthday * Seepferdchen;6;3,00
3067;Happy Birthday * Shark;6;3,00
2189;Happy Birthday Cowgirl! * Hat;6;3,00
2191;Happy Birthday, Cowboy! * Boot;6;3,00
2196;Happy Birthday, Cowboy! * Hat;6;3,00
2193;Happy Birthday, Cowgirl! * Boot;6;3,00
3086;Happy Birthday* Cake;6;3,00
3085;Happy Birthday* Cupcake;6;3,00
3661;Happy Easter * Hase;6;3,00
3620;Happy Easter * Hasenpaar;6;3,00
2185;Happy Easter! * Häschen;6;3,00
3289;Happy New Year * Schwein;6;3,00
3247;Hello Baby * Babywal;6;3,00
3280;Hello Baby * Elefant;6;3,00
3283;Hello Baby * MamaBabyElefant;6;3,00
3284;Hello Baby * Schnuller;6;3,00
1701;Hello Baby * Wal;6;3,00
3263;Herzliche Glückwünsche * Ballon;6;3,00
3323;Herzliche Glückwünsche * Dackel;6;3,00
3322;Herzliche Glückwünsche * Eis;6;3,00
3299;Herzliche Glückwünsche * Palme;6;3,00
3465;Hipp Hipp Hurraaa * 25;6;3,00
3453;Hipp Hipp Hurraaa * 3;6;3,00
3456;Hipp Hipp Hurraaa * 4;6;3,00
3454;Hipp Hipp Hurraaa * 5;6;3,00
3460;Hipp Hipp Hurraaa * 8;6;3,00
3467;Hipp Hipp Hurraaa * Luftballon;6;3,00
3471;Hipp Hipp Hurraaa * Luftballons;6;3,00
3538;Hipp Hipp Hurraaa * Oma;6;3,00
3539;Hipp Hipp Hurraaa * Opa;6;3,00
3474;Hipp Hipp Hurraaa * Pompom Regenbogen;6;3,00
2513;Holiday Keepers * Angel;6;3,00
2514;Holiday Keepers * Ball;6;3,00
2509;Holiday Keepers * Snow;6;3,00
2512;Holiday Keepers * Squirrel;6;3,00
2510;Holiday Keepers * Star;6;3,00
2511;Holiday Keepers * Tree;6;3,00
2190;Howdy! * Boot pink;6;3,00
2192;Howdy! * Boot yellow;6;3,00
3090;Jungle * Cocktail;6;3,00
3344;Jungle * Monstera;6;3,00
3087;Kiss Kiss* Kiss;6;3,00
2523;Little Fish * blue;6;3,00
2521;Little Fish * pink;6;3,00
3333;Love you * Herz;6;3,00
3244;Make a Wish * Ballon;6;3,00
3600;Make a wish * Pompom Regenbogen;6;3,00
3900;Merry Christmas * Baum;6;3,00
3240;Merry Christmas * Eichhörnchen;6;3,00
2005;Merry Christmas * Elch metallic;6;3,00
3413;Merry Christmas * Elch orange;6;3,00
2014;Merry Christmas * Elch pink;6;3,00
3911;Merry Christmas * Geschenk;6;3,00
3917;Merry Christmas * Schneekristall;6;3,00
3915;Merry Christmas * Stern;6;3,00
3499;Merry Christmas Blau * Christbaum;6;3,00
3494;Merry Christmas Blau * Kugel;6;3,00
3479;Merry Christmas gold * Elch;6;3,00
1783;Merry Christmas gold * Engel;6;3,00
3493;Merry Christmas gold * Kugel;6;3,00
3480;Merry Christmas gold * Schneekristall;6;3,00
3540;Relax * Yogi;6;3,00
2518;Smile Drop * blue;6;3,00
2520;Smile Drop * orange;6;3,00
2517;Smile Drop * pink;6;3,00
2519;Smile Drop * yellow;6;3,00
3071;Smile* Smiley;6;3,00
2183;smiley* coral;6;3,00
2182;smiley* magenta;6;3,00
2178;smiley* neon rot;6;3,00
2181;smiley* pink;6;3,00
2179;smiley* purple;6;3,00
2180;smiley* rosa;6;3,00
2502;Stellar Greetings * bronze;6;3,00
2498;Stellar Greetings * curry;6;3,00
2497;Stellar Greetings * green;6;3,00
2500;Stellar Greetings * mint;6;3,00
2501;Stellar Greetings * pink;6;3,00
2499;Stellar Greetings * yellow;6;3,00
1039;Tinted Alles Liebe Gelb;6;3,00
3901;Tinted Alles Liebe Pink;6;3,00
2188;Tinted Alles Liebe Spring;6;3,00
3170;Tinted Alles Liebe Violett;6;3,00
3416;Tinted Christmas Balls;6;3,00
1008;Tinted Glückwünsche Gelb;6;3,00
3221;Tinted Herzliche Glückwünsche Flieder;6;3,00
2025;Tinted Joyeux Anniversaire Flieder;6;3,00
2024;Tinted Joyeux Anniversaire Gelb;6;3,00
2023;Tinted Joyeux Anniversaire neongelb;6;3,00
2022;Tinted Joyeux Anniversaire Violett;6;3,00
2027;Tinted Joyeux Noel Balls;6;3,00
2026;Tinted Joyeux Noel Grün;6;3,00
3472;Tinted Merry Christmas Grün;6;3,00
3927;Tinted Merry Christmas Violett;6;3,00
3237;Tinted Weihnachtskugeln;6;3,00
2030;Tinted Weihnachtskugeln Joyeux Anni;6;3,00
2507;Tree Drop * black;6;3,00
2506;Tree Drop * bronze;6;3,00
2504;Tree Drop * magenta;6;3,00
2508;Tree Drop * neon red;6;3,00
2505;Tree Drop * orange;6;3,00
2503;Tree Drop * petrol;6;3,00
3089;Viel Glück* Winkekatze;6;3,00
3338;Viele Grüße * Breze;6;3,00
3337;Viele Grüße * Dackel;6;3,00
3353;Waves * Anker;6;3,00
3076;XOXO* Herz;6;3,00
2194;Yeehaw! * Boot;6;3,00
2195;Yeehaw! * Hat;6;3,00
3075;You are magic* Kitty;6;3,00
2160;you´ve got the power* flash blue;6;3,00
2146;you´ve got the power* flash lilac;6;3,00
2147;you´ve got the power* flash magenta;6;3,00
2148;you´ve got the power* flash mint;6;3,00
2145;you´ve got the power* flash purple;6;3,00
3343;Zum Abschied * Herz;6;3,00
3357;Zur Firmung * Fischschwarm;6;3,00
3356;Zur Firmung * Kreuz;6;3,00
3252;Zur Hochzeit * Bussi Elefanten;6;3,00
3286;Zur Hochzeit * Zwei Herzen;6;3,00
3359;Zur Kommunion * Fischschwarm;6;3,00
3360;Zur Konfirmation * Fischschwarm;6;3,00
3245;Zur Taufe * Babywal;6;3,00
3273;Zur Taufe * Fischschwarm;6;3,00
2036;Pulverbeschichtung  Trays;6;2,90
1562;Lama Medio * Abel;6;2,75
1561;Lama Medio * Ademir;6;2,75
1559;Lama Medio * Aitor;6;2,75
1017;Lama Medio * Alejandro;6;2,75
1018;Lama Medio * Alvaro;6;2,75
1019;Lama Medio * Amaru;6;2,75
1021;Lama Medio * Arturo;6;2,75
1022;Lama Medio * Cesar;6;2,75
1024;Lama Medio * Enrique;6;2,75
1556;Lama Medio * Esteban;6;2,75
1027;Lama Medio * Francisco;6;2,75
1028;Lama Medio * Gabriel;6;2,75
1558;Lama Medio * Gianfranco;6;2,75
1560;Lama Medio * Giomar;6;2,75
1029;Lama Medio * Gonzalo;6;2,75
1033;Lama Medio * Ignacio;6;2,75
1557;Lama Medio * Isai;6;2,75
1035;Lama Medio * Joaquin;6;2,75
1036;Lama Medio * Jose;6;2,75
1038;Lama Medio * Luis;6;2,75
1041;Lama Medio * Octavio;6;2,75
1042;Lama Medio * Pablo;6;2,75
1045;Lama Medio * Raul;6;2,75
1047;Lama Medio * Roberto;6;2,75
1049;Lama Medio * Santiago;6;2,75
1050;Lama Medio * Stefano;6;2,75
1051;Lama Medio * Victor;6;2,75
1599;Snuggies (anthrazit);6;2,50
1598;Snuggies (weiss);6;2,50
3177;Ananas Blau - Thank you;6;2,25
3178;Ananas Flieder - Sorry;6;2,25
3176;Ananas Gelb - Rock it;6;2,25
3181;Ananas Mint - Don´t be mad;6;2,25
3180;Ananas Pink - Happy Birthday;6;2,25
3179;Ananas Violett - To:;6;2,25
3049;Arc de Triomphe;6;2,25
1371;Bauhaus Birthday lilac;6;2,25
3030;Bauhaus Birthday orange;6;2,25
1372;Bauhaus Birthday pink;6;2,25
6160;Bauhaus Formen;6;2,25
3022;Bauhaus Formen 1;6;2,25
3027;Bauhaus Formen 2;6;2,25
3028;Bauhaus Formen 3;6;2,25
3415;Bauhaus Formen 4;6;2,25
3437;Bauhaus Formen 5;6;2,25
3171;Bauhaus Formen 6;6;2,25
3088;Bauhaus Formen 7;6;2,25
3094;Bauhaus Formen 8;6;2,25
3068;Bauhaus Formen 9;6;2,25
1392;Bauhaus Quadrat 1;6;2,25
2260;Bauhaus Quadrat 2;6;2,25
3017;Bauhaus Quadrat 3;6;2,25
3239;Bauhaus Quadrat 4;6;2,25
3169;Bauhaus Quadrat 5;6;2,25
3916;Bauhaus Quadrat 6;6;2,25
3011;Brooklyn Bridge;6;2,25
3029;Bubble Birthday babyrosa-pink;6;2,25
2043;Bubble Birthday babyrosa-rosa;6;2,25
1080;Bubble Birthday gold;6;2,25
2033;Bubble Birthday goldorange;6;2,25
3185;Bubble Birthday lila;6;2,25
3036;Bubble Birthday mint;6;2,25
1081;Bubble Birthday neongelb;6;2,25
1079;Bubble Birthday neongrün;6;2,25
2034;Bubble Birthday neonpink;6;2,25
